no-pathology vs pathology differential expression,,,,,,,,,,,no-pathology vs early-pathology differential expression,,,,,,,,,,, early-pathology vs late-pathology differential expression,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,no.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,,,,IndModel.adj.pvals,late.pathology.mean,early.pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
GPR173,0.256964532,0.137637947,0.128551982,-0.098526422,-1.659023058,0.097111146,FALSE,FALSE,,,HBS1L,0.240883023,0.077173741,0.060423827,-0.352992474,-0.646179004,0.518163435,FALSE,FALSE,,,UCKL1,0.494273787,0.032457728,0.045654451,-0.492193525,-0.644798465,0.519057797,FALSE,FALSE
IFT27,0.256964532,0.07612861,0.059199941,-0.362843006,-1.258555481,0.208190936,FALSE,FALSE,,,EDF1,0.241084058,0.112161712,0.097155161,-0.207217736,-1.535386464,0.124688927,FALSE,FALSE,,,MORC4,0.49442267,0.007364526,0.029400705,-1.997186141,-2.444071938,0.01452253,FALSE,FALSE
SLC6A13,0.257387041,0.011575406,0.00485079,-1.254771041,NA,NA,FALSE,FALSE,,,CCDC66,0.24136094,0.120315953,0.116689455,-0.044153754,-1.103557431,0.269785166,FALSE,FALSE,,,RAB9A,0.494614518,0.063061972,0.056411112,0.160790921,0.977703867,0.328220809,FALSE,FALSE
SLC38A6,0.257387041,0.073902531,0.060671302,-0.284609492,-1.171815849,0.241270998,FALSE,FALSE,,,KLF12,0.24136094,0.569972871,0.551016197,-0.048798528,-0.986237438,0.324016612,FALSE,FALSE,,,ZNF687,0.495481141,0.004154141,0.016025881,-1.947781449,-1.474692595,0.140295208,FALSE,FALSE
ARAP2,0.257683104,0.570185501,0.666976298,0.226204141,2.609545088,0.00906627,FALSE,FALSE,,,TNFRSF14,0.242351594,0.010647642,0.022996113,1.110856109,2.606963948,0.009134898,FALSE,FALSE,,,MNT,0.495481141,0.046355357,0.029467919,0.653590914,0.961769106,0.3361656,FALSE,FALSE
DDHD2,0.257712332,0.072172125,0.063460712,-0.185578019,-1.195358472,0.231947004,FALSE,FALSE,,,ZNF33A,0.242351594,0.112068558,0.095597548,-0.229336058,-1.028339261,0.303790269,FALSE,FALSE,,,C20orf96,0.495481141,0.032950003,0.023609142,0.480933016,1.397932177,0.162133435,FALSE,FALSE
MRTO4,0.257840725,0.027262832,0.023510182,-0.213649769,-1.065984225,0.286430773,FALSE,FALSE,,,USP5,0.242351594,0.02856576,0.019360491,-0.561171396,-1.628316831,0.103457722,FALSE,FALSE,,,NTN5,0.495481141,0.003504191,0.016873698,-2.26762302,-2.041504396,0.041200717,FALSE,FALSE
ARL8A,0.257840725,0.037398691,0.052436168,0.487574476,1.524075909,0.12748975,FALSE,FALSE,,,KIF15,0.242466281,0.011266881,0.006854878,-0.716885256,-1.587945569,0.112298648,FALSE,FALSE,,,HSCB,0.495481141,0.060028409,0.043859433,0.45275826,1.07314095,0.28320788,FALSE,FALSE
C1orf115,0.257840725,0.01659016,0.008986601,-0.884480327,NA,NA,FALSE,FALSE,,,SSR2,0.242503833,0.048667005,0.025507792,-0.932005987,-1.606435482,0.10817826,FALSE,FALSE,,,HP1BP3,0.495498161,0.351869553,0.283768135,0.310328086,1.698742536,0.089367705,FALSE,FALSE
FMN2,0.257840725,2.191017289,2.067888709,-0.083442325,-1.334045326,0.182189002,FALSE,FALSE,,,CREB3,0.242503833,0.008681527,0.022508568,1.37445349,1.773520809,0.076142447,FALSE,FALSE,,,SOCS5,0.495498161,0.045814397,0.047860682,-0.063039916,0.464538389,0.642262062,FALSE,FALSE
CCDC74B,0.257840725,0.005906228,0.004795494,-0.300557597,NA,NA,FALSE,FALSE,,,LMF1,0.242873572,0.105905669,0.10774241,0.024806421,-0.540071069,0.589148022,FALSE,FALSE,,,MGAT5,0.495498161,0.117912124,0.172534804,-0.549175348,-3.261224728,0.001109321,FALSE,FALSE
P4HTM,0.257840725,0.112423681,0.092561117,-0.280467771,-1.415967067,0.156785147,FALSE,FALSE,,,CNPY1,0.243322316,0.030427285,0.0186055,-0.709636408,-1.182748038,0.23690902,FALSE,FALSE,,,STX18,0.495498161,0.085232039,0.12879899,-0.595653539,-1.879458678,0.060181891,FALSE,FALSE
KY,0.257840725,0.027547448,0.046738427,0.76269053,2.861958722,0.004210317,FALSE,FALSE,,,TCEANC2,0.243473334,0.031577616,0.02056534,-0.618687315,-1.730955005,0.08345979,FALSE,FALSE,,,HEXB,0.495498161,0.050691177,0.035340744,0.520402246,1.467498659,0.142240454,FALSE,FALSE
ZNF827,0.257840725,0.204962158,0.172905022,-0.245377794,-0.982902074,0.325655637,FALSE,FALSE,,,COX6C,0.243473334,0.082860714,0.070503787,-0.232987509,-1.142901962,0.253079298,FALSE,FALSE,,,JARID2,0.495498161,0.396466729,0.496761784,-0.32535439,-2.671069171,0.007561006,FALSE,FALSE
GLRA3,0.257840725,0.007021138,0.003396759,-1.047546077,NA,NA,FALSE,FALSE,,,SIN3A,0.243664469,0.057352012,0.044453132,-0.367559004,-0.484920973,0.627732404,FALSE,FALSE,,,ANKRD46,0.495498161,0.051249869,0.033829194,0.599279501,0.884992034,0.376160928,FALSE,FALSE
ARRDC3,0.257840725,0.025162147,0.014633112,-0.782018435,-1.299241944,0.193860911,FALSE,FALSE,,,NAGLU,0.244010018,0.046530843,0.032902595,-0.49998593,-1.230500111,0.218509885,FALSE,FALSE,,,LRRC45,0.495498161,0.005012485,0.016010462,-1.67541711,-0.937100618,0.348706804,FALSE,FALSE
SMIM8,0.257840725,0.124937083,0.121709857,-0.037755731,-0.798058948,0.424836283,FALSE,FALSE,,,THRAP3,0.244172793,0.127844582,0.109277812,-0.226390517,-0.683852299,0.494068438,FALSE,FALSE,,,CELF5,0.495498161,0.023299537,0.013544826,0.782559469,1.793588529,0.072878869,FALSE,FALSE
SEMA3D,0.257840725,0.064402794,0.087426721,0.44095101,2.036532855,0.041696877,FALSE,FALSE,,,POLDIP3,0.244172793,0.064253002,0.053529358,-0.263433511,-0.731804365,0.464287985,FALSE,FALSE,,,SEMA6B,0.495498161,0.004005283,0.016974866,-2.083424213,-1.735750974,0.082607876,FALSE,FALSE
PPP1R9A,0.257840725,0.730068721,0.690224179,-0.080967259,-1.858874233,0.063044967,FALSE,FALSE,,,ACADM,0.244228853,0.077343464,0.068664399,-0.171717079,-0.842093243,0.399735763,FALSE,FALSE,,,LYG1,0.495993068,0.023862564,0.006205164,1.943207842,0.915305239,0.36003141,FALSE,FALSE
USP11,0.257840725,0.076348261,0.054181781,-0.494787479,-1.377308117,0.168417007,FALSE,FALSE,,,TMEM168,0.244228853,0.112062986,0.090738873,-0.304517194,-0.832664137,0.405034176,FALSE,FALSE,,,KCNJ3,0.495993068,0.077139398,0.075629175,0.028525004,1.649057298,0.099135897,FALSE,FALSE
NXNL2,0.257840725,0.005652114,0.0026696,-1.082166967,NA,NA,FALSE,FALSE,,,SPRY1,0.244238737,0.038698673,0.024797587,-0.642084323,-1.461702638,0.143822714,FALSE,FALSE,,,MLLT3,0.495993068,0.317194709,0.299504549,0.082790791,1.149749635,0.250247004,FALSE,FALSE
PHF19,0.257840725,0.009783717,0.024686545,1.335270334,2.603172294,0.009236552,FALSE,FALSE,,,ZER1,0.244238737,0.118070655,0.127732636,0.113476742,-0.928989116,0.352894727,FALSE,FALSE,,,ARMC5,0.495993068,0.008671699,0.028585156,-1.720879639,-2.165031824,0.030385248,FALSE,FALSE
ANO1,0.257840725,0.006852689,0.003308391,-1.050540408,NA,NA,FALSE,FALSE,,,RAB18,0.244238737,0.094425933,0.083597713,-0.175719661,-1.047344353,0.294940787,FALSE,FALSE,,,PLEKHJ1,0.495993068,0.089685555,0.053103914,0.756057458,1.995925918,0.045941987,FALSE,FALSE
CRACR2A,0.257840725,0.009803869,0.00795015,-0.302369234,NA,NA,FALSE,FALSE,,,GOLGA8B,0.244238737,0.11184619,0.145332673,0.377842964,3.353274439,0.000798615,FALSE,FALSE,,,ARPC5L,0.496440656,0.02323899,0.016350584,0.507205214,0.931655309,0.35151469,FALSE,FALSE
GOLGA8B,0.257840725,0.112509171,0.140480548,0.320327776,2.514727336,0.011912447,FALSE,FALSE,,,RNF114,0.244238737,0.0536758,0.045317331,-0.244208906,-1.455016701,0.145664638,FALSE,FALSE,,,UQCRC2,0.496440656,0.11437819,0.145803415,-0.350212524,-1.86124211,0.062709994,FALSE,FALSE
BUB1B,0.257840725,0.004410211,0.001697447,-1.3774816,NA,NA,FALSE,FALSE,,,TRMT13,0.244338924,0.077663305,0.067439453,-0.20364027,-1.211058431,0.225873012,FALSE,FALSE,,,DYNLRB2,0.496440656,0.02650939,0.013278003,0.997465225,0.841676138,0.399969259,FALSE,FALSE
WIPF2,0.257840725,0.259278049,0.313032214,0.271811059,2.549841723,0.010777183,FALSE,FALSE,,,PHF1,0.24436736,0.045010436,0.066161392,0.555730037,2.363613631,0.018097676,FALSE,FALSE,,,ZHX3,0.496440656,1.087817253,1.269330631,-0.222631694,-2.767007657,0.005657343,FALSE,FALSE
SEH1L,0.257840725,0.023086728,0.01214424,-0.92679148,-1.819866953,0.068779269,FALSE,FALSE,,,ACYP1,0.24436736,0.046624332,0.041393154,-0.171690898,-1.279647455,0.200669152,FALSE,FALSE,,,NCAM2,0.496440656,1.798333021,2.036607438,-0.179507715,-0.899540994,0.36836457,FALSE,FALSE
PTPRA,0.257840725,0.357663203,0.324723632,-0.139389319,-0.44796665,0.654177266,FALSE,FALSE,,,NPTN,0.24436736,0.108999382,0.148100569,0.442257237,2.442627777,0.014580767,FALSE,FALSE,,,CHD5,0.496529644,0.009097115,0.034019034,-1.90286112,-1.183143826,0.236752151,FALSE,FALSE
C20orf24,0.257840725,0.02311654,0.012637007,-0.871270669,-1.498639242,0.133967246,FALSE,FALSE,,,ZNF383,0.24436736,0.025238605,0.0135265,-0.899843516,-2.217552095,0.026585387,FALSE,FALSE,,,EMC4,0.496529644,0.033379665,0.015812986,1.077859683,0.898078152,0.369143886,FALSE,FALSE
INSR,0.257840725,0.271381229,0.262739165,-0.046689665,-1.444893366,0.14848784,FALSE,FALSE,,,MX1,0.24436736,0.020532524,0.013839341,-0.569135745,-1.256531757,0.208923239,FALSE,FALSE,,,DYNC1H1,0.496535881,0.236968306,0.205015798,0.208959034,0.906870863,0.364475091,FALSE,FALSE
ZNF266,0.257840725,0.034260242,0.022593338,-0.600637873,-1.834934364,0.066515415,FALSE,FALSE,,,ADGRB2,0.244421786,0.062380584,0.054946484,-0.183069902,-1.300665514,0.193372972,FALSE,FALSE,,,SAE1,0.496588019,0.061360663,0.047776344,0.361017621,1.101843124,0.270529879,FALSE,FALSE
HSH2D,0.257840725,0.005569615,0.004434228,-0.328894473,NA,NA,FALSE,FALSE,,,C4orf33,0.245067188,0.017682157,0.012476632,-0.503065687,-1.103224595,0.269929643,FALSE,FALSE,,,BAHD1,0.496695496,0.043419907,0.043254342,0.005511683,1.605296945,0.108428471,FALSE,FALSE
FAM195B,0.257925435,0.057012702,0.048710729,-0.22704379,-1.273500523,0.202840487,FALSE,FALSE,,,UTP18,0.245067188,0.042408197,0.033002627,-0.361762275,-1.31429042,0.18874849,FALSE,FALSE,,,RCCD1,0.497156636,0.009939907,0.026253982,-1.401232037,-2.25162653,0.024345883,FALSE,FALSE
ELFN1,0.25810305,0.00152218,0.005706297,1.906415691,NA,NA,FALSE,FALSE,,,GIGYF2,0.24512853,0.269522298,0.249066352,-0.113874505,-0.130379682,0.896266041,FALSE,FALSE,,,PNCK,0.498410133,0.075456287,0.054311824,0.474374786,1.571599567,0.116043447,FALSE,FALSE
GAS2,0.25810305,0.062395573,0.048221703,-0.371761063,-0.455355003,0.648853862,FALSE,FALSE,,,DDX3Y,0.245142544,0.023542073,0.012868671,-0.871378286,-0.649902906,0.515754941,FALSE,FALSE,,,TMEM56-RWDD3,0.498791377,0.019392022,0.013934929,0.476757583,1.153287039,0.248792588,FALSE,FALSE
TSPAN8,0.25810305,0.001855828,0.008174663,2.139096151,NA,NA,FALSE,FALSE,,,GARNL3,0.24515255,0.246421095,0.25171334,0.030655916,-0.462166747,0.643961748,FALSE,FALSE,,,DBR1,0.498791377,0.006288844,0.010607254,-0.754184515,-1.513894795,0.130052525,FALSE,FALSE
PDE8A,0.25810305,0.25863727,0.227340995,-0.186072319,-0.569593327,0.568953555,FALSE,FALSE,,,FBXO36,0.24519697,0.042391618,0.039745689,-0.092980642,-1.435474296,0.151151988,FALSE,FALSE,,,PPM1K,0.498791377,0.291788765,0.229088292,0.349020604,0.153839409,0.877736359,FALSE,FALSE
ATP9B,0.25810305,0.291577605,0.257190687,-0.181041513,0.016187233,0.987085021,FALSE,FALSE,,,DDHD2,0.245216477,0.071743502,0.061301083,-0.22693559,-0.988280559,0.323015264,FALSE,FALSE,,,NAP1L3,0.498791377,0.028215606,0.027522717,0.035870453,1.613746575,0.106582407,FALSE,FALSE
GPR149,0.258280029,0.001576948,0.004725339,1.583282849,NA,NA,FALSE,FALSE,,,SCRG1,0.245349106,0.226434397,0.195891739,-0.209036574,-1.188644229,0.234579696,FALSE,FALSE,,,PAK1,0.498791377,0.069125555,0.047960077,0.527385163,1.141120221,0.253819898,FALSE,FALSE
SKAP2,0.258280029,0.027167904,0.011779575,-1.205615756,-1.754889466,0.079278216,FALSE,FALSE,,,MTO1,0.245349106,0.040795311,0.026120297,-0.643232022,-1.132040949,0.257617219,FALSE,FALSE,,,PDE4DIP,0.500027579,1.557213581,1.489844012,0.063805544,0.457915453,0.647013184,FALSE,FALSE
MED9,0.258280029,0.050260162,0.042896531,-0.228554322,-1.52392945,0.127526336,FALSE,FALSE,,,MRPL19,0.245460241,0.087879336,0.076278974,-0.204238529,-0.98817119,0.323068815,FALSE,FALSE,,,TTC21A,0.500027579,0.059978759,0.045634101,0.394339378,1.446833454,0.147943575,FALSE,FALSE
TMEM175,0.258603074,0.092221978,0.071651214,-0.364119467,-1.116843524,0.264061235,FALSE,FALSE,,,WFS1,0.245460241,0.248502949,0.318404363,0.357597131,2.696745373,0.007002079,FALSE,FALSE,,,HACD2,0.500287427,0.085745001,0.050490861,0.764030276,1.974197995,0.048359234,FALSE,FALSE
MED12,0.258603074,0.023690364,0.022295998,-0.087515554,-1.81718453,0.069188863,FALSE,FALSE,,,FEM1C,0.245460241,0.038195202,0.053438844,0.484497398,1.739414049,0.081961959,FALSE,FALSE,,,CDK11B,0.500296489,0.097289344,0.066578337,0.547228959,1.221248492,0.221991949,FALSE,FALSE
MLLT3,0.258603074,0.320453165,0.312315339,-0.037110093,-1.14996687,0.250157517,FALSE,FALSE,,,DNHD1,0.245460241,0.131554363,0.122310741,-0.105107997,-0.253653032,0.799763622,FALSE,FALSE,,,NAF1,0.500810872,0.051899018,0.031795689,0.706876075,1.540382791,0.123467074,FALSE,FALSE
METTL15,0.258603074,0.296181563,0.273350606,-0.115729262,-0.357125679,0.720997721,FALSE,FALSE,,,DRAM1,0.245460241,0.033110246,0.023027213,-0.523937957,-1.638591902,0.10129828,FALSE,FALSE,,,RIPK1,0.500810872,0.073719661,0.051493139,0.517669236,1.353688972,0.175835628,FALSE,FALSE
RPRD1A,0.258603074,0.165674348,0.135904061,-0.285761667,-1.101651933,0.270613022,FALSE,FALSE,,,NDUFB7,0.245460241,0.062372521,0.047421587,-0.395366616,-1.835255845,0.06646779,FALSE,FALSE,,,RNF182,0.500810872,0.147237229,0.204918717,-0.476909266,-1.514597722,0.129874309,FALSE,FALSE
RYR2,0.258948253,0.088861069,0.074103241,-0.262014852,-1.109025644,0.267419119,FALSE,FALSE,,,SLC30A9,0.245790728,0.133322636,0.122800093,-0.118610093,-1.063562976,0.287526722,FALSE,FALSE,,,SRM,0.500850045,0.03590977,0.028572894,0.329729262,1.301037656,0.193245566,FALSE,FALSE
RNF103-CHMP3,0.259382749,0.033613364,0.027029065,-0.314523322,-1.44875484,0.147406059,FALSE,FALSE,,,LARP7,0.245790728,0.161354199,0.209135202,0.374204792,3.503483133,0.000459216,FALSE,FALSE,,,PRPF38B,0.500850045,0.11065569,0.152276046,-0.460611373,-2.707190709,0.006785527,FALSE,FALSE
SEC14L1,0.259405173,0.245943454,0.233342068,-0.075880229,-1.531091766,0.125746714,FALSE,FALSE,,,FREM2,0.245790728,0.13509594,0.106219923,-0.346929926,-0.818817034,0.412890811,FALSE,FALSE,,,IWS1,0.500850045,0.12432495,0.119726238,0.054376495,2.078131419,0.037697256,FALSE,FALSE
SCRN3,0.259941715,0.048012557,0.045636423,-0.073226044,-1.573916363,0.115506786,FALSE,FALSE,,,DGKH,0.245790728,0.037143897,0.02790538,-0.412581889,-1.299395927,0.193808089,FALSE,FALSE,,,RPSA,0.500850045,0.071441439,0.05004468,0.513544438,2.201494736,0.027701019,FALSE,FALSE
CCT2,0.259941715,0.056175872,0.044778034,-0.327159434,-1.242168093,0.214174549,FALSE,FALSE,,,AP1S1,0.245803164,0.015783211,0.008902921,-0.826040093,-1.174606346,0.240152243,FALSE,FALSE,,,MMAA,0.500850045,0.022826727,0.013780369,0.728109484,0.472335282,0.636687491,FALSE,FALSE
CD83,0.26008624,0.02590433,0.014889028,-0.798943715,-1.404435663,0.160189157,FALSE,FALSE,,,NBPF9,0.245905303,0.041670135,0.062240537,0.578840743,2.020568085,0.043324495,FALSE,FALSE,,,UBLCP1,0.500850045,0.021130253,0.04115626,-0.961801837,-2.387537029,0.016961694,FALSE,FALSE
HMGCR,0.260176309,0.041045689,0.036067079,-0.186548135,-1.165165449,0.243952028,FALSE,FALSE,,,ZSCAN23,0.245905303,0.032195214,0.024402342,-0.399826619,-1.008607743,0.313162793,FALSE,FALSE,,,BACH2,0.500850045,0.215341663,0.291959211,-0.439139352,-2.05072067,0.040294157,FALSE,FALSE
TRMU,0.260176309,0.046543878,0.03985599,-0.223794849,-1.575028876,0.115249779,FALSE,FALSE,,,ERC1,0.245905303,0.426852693,0.399131816,-0.096872998,0.086685227,0.93092172,FALSE,FALSE,,,SEMA3D,0.500850045,0.107361755,0.075791945,0.502363715,0.767486205,0.442792492,FALSE,FALSE
SFPQ,0.260329215,0.211564627,0.177648596,-0.252072148,-1.834069092,0.066643739,FALSE,FALSE,,,TIGAR,0.245905303,0.037999712,0.024816991,-0.614660252,-1.196140952,0.231641559,FALSE,FALSE,,,PLCE1,0.500850045,0.263897047,0.180253313,0.549949432,0.574465844,0.565652607,FALSE,FALSE
TIGD1,0.260420512,0.01370396,0.008118226,-0.755356486,-1.583224104,0.113370394,FALSE,FALSE,,,UNC79,0.245905303,0.213762076,0.213348896,-0.00279128,-1.051591228,0.292987134,FALSE,FALSE,,,SHOC2,0.500850045,0.110382203,0.107961832,0.03198622,1.468275287,0.142029461,FALSE,FALSE
NDUFAF4,0.260420512,0.033865667,0.02251038,-0.589232997,-1.470039203,0.141551137,FALSE,FALSE,,,MRPL39,0.245905303,0.0401537,0.029293851,-0.45493508,-1.404499803,0.16017007,FALSE,FALSE,,,SLC15A4,0.500850045,0.028118238,0.050607085,-0.847833191,-2.088396643,0.03676207,FALSE,FALSE
SPPL2A,0.260765679,0.134921563,0.168425369,0.319988529,2.797225753,0.00515435,FALSE,FALSE,,,CAPN2,0.246090919,0.233693444,0.231443699,-0.013955975,-1.147963758,0.250983526,FALSE,FALSE,,,SNW1,0.500850045,0.03108255,0.043040436,-0.469587816,-1.972608157,0.048540223,FALSE,FALSE
CACNB4,0.260870806,0.178440631,0.159883777,-0.158420596,-0.42700986,0.669372146,FALSE,FALSE,,,NDUFV2,0.246090919,0.05449593,0.03789627,-0.524092639,-1.310948575,0.189875138,FALSE,FALSE,,,SUPT5H,0.500850045,0.110270187,0.12815365,-0.216831773,-1.840084612,0.065755816,FALSE,FALSE
SCNN1A,0.260870806,0.005588248,0.001015064,-2.460824733,NA,NA,FALSE,FALSE,,,FAM198B,0.246112546,0.070320448,0.098017733,0.479098521,2.754289207,0.005881977,FALSE,FALSE,,,ERCC2,0.500850045,0.048565062,0.033242301,0.546898581,1.9105942,0.05605675,FALSE,FALSE
RCOR3,0.261223786,0.15499388,0.130213525,-0.251331947,-0.801330746,0.422940196,FALSE,FALSE,,,TMEM164,0.246685702,0.258066874,0.232964725,-0.147633442,-0.690992196,0.489570445,FALSE,FALSE,,,HTRA1,0.501982725,0.358662179,0.41642965,-0.21544717,-2.703578414,0.006859726,FALSE,FALSE
INTS12,0.261223786,0.070715241,0.062653308,-0.174630515,-0.809509706,0.418222022,FALSE,FALSE,,,EPB42,0.246707275,0.07983884,0.059546937,-0.423063462,-1.093436159,0.274202345,FALSE,FALSE,,,MTPN,0.502476298,0.092511803,0.067983573,0.444451251,2.226307838,0.025993569,FALSE,FALSE
RP11-463D19.2,0.261223786,0.004737141,0.000936717,-2.338331236,NA,NA,FALSE,FALSE,,,VWA3A,0.246707275,0.060825899,0.047090156,-0.369260244,-1.153074896,0.248879644,FALSE,FALSE,,,ORAI2,0.502498237,0.023861931,0.019016658,0.32744706,1.377213038,0.168446392,FALSE,FALSE
CD5,0.261240465,0.004007007,0.000915906,-2.129253468,NA,NA,FALSE,FALSE,,,DUSP3,0.246707275,0.027402149,0.035818547,0.386417741,2.11011251,0.034848666,FALSE,FALSE,,,RASA3,0.502498237,0.036455631,0.07308539,-1.003441366,-1.870305677,0.061441382,FALSE,FALSE
SLC25A32,0.261321055,0.02975492,0.022098329,-0.429190976,-1.237346115,0.215958615,FALSE,FALSE,,,ZNF519,0.246707275,0.04339776,0.030285849,-0.518976728,-0.474766747,0.634953237,FALSE,FALSE,,,FBXL3,0.50250275,0.077323023,0.100623895,-0.380003002,-1.486204916,0.137224928,FALSE,FALSE
KDM2B,0.261321055,0.081102769,0.077397477,-0.067464642,-0.567569294,0.570327462,FALSE,FALSE,,,CHL1,0.247009477,0.435411275,0.396780583,-0.134037338,-0.791678459,0.428548185,FALSE,FALSE,,,NAP1L5,0.502756378,0.022087668,0.01080811,1.031126872,0.751706572,0.452227537,FALSE,FALSE
SIAH1,0.261578081,0.033505873,0.049767204,0.570781324,3.124094375,0.001783532,FALSE,FALSE,,,ALDH1L2,0.247276793,0.025090047,0.013562377,-0.887505158,-1.60732304,0.107983523,FALSE,FALSE,,,E2F5,0.502756378,0.017031258,0.00929409,0.873799501,1.169116366,0.242356751,FALSE,FALSE
TMEM198,0.262066581,0.008625153,0.017045809,0.982795078,2.18013027,0.029247807,FALSE,FALSE,,,UPF2,0.247473822,0.17011957,0.2237651,0.39543593,3.36680392,0.000760447,FALSE,FALSE,,,TRIM3,0.502756378,0.019233693,0.00841424,1.192730863,1.713227342,0.086670723,FALSE,FALSE
ZGRF1,0.26216353,0.028849737,0.021250809,-0.441040413,-1.343849204,0.178997155,FALSE,FALSE,,,FAM160B1,0.2474986,0.066412854,0.053606132,-0.309064461,-1.385992413,0.16574922,FALSE,FALSE,,,SESN3,0.502756378,0.20879099,0.263471263,-0.335586158,-1.996715615,0.045856085,FALSE,FALSE
PGRMC1,0.26216353,0.028881126,0.022381498,-0.36782034,-1.173971475,0.240406451,FALSE,FALSE,,,GLIPR1L1,0.248188704,0.011049175,0.004420942,-1.321512955,-0.942019354,0.346182731,FALSE,FALSE,,,TICAM1,0.502756378,0.013233004,0.020342587,-0.620362628,-2.088621402,0.036741817,FALSE,FALSE
DHCR24,0.262186951,0.030496125,0.016883615,-0.853002059,-1.612390607,0.106876968,FALSE,FALSE,,,SAP18,0.248188704,0.066008833,0.044888647,-0.55630849,-1.479607886,0.138977921,FALSE,FALSE,,,LDLR,0.502756378,0.039787034,0.050120494,-0.333102285,0.056494713,0.954947708,FALSE,FALSE
SCN5A,0.262186951,0.004587466,0.001330046,-1.786221096,NA,NA,FALSE,FALSE,,,MCF2L2,0.248486261,0.130189451,0.120701655,-0.109167098,-0.347845531,0.727956193,FALSE,FALSE,,,RGS4,0.502780817,0.019986671,0.014236216,0.489472462,-0.09005622,0.928242539,FALSE,FALSE
SENP2,0.262186951,0.073311172,0.055722691,-0.395768145,-1.696200764,0.089847866,FALSE,FALSE,,,CUL4A,0.248486261,0.159285722,0.137429081,-0.212929634,-0.028537769,0.977233245,FALSE,FALSE,,,GALNT2,0.502780817,0.216726307,0.217401679,-0.004488801,0.30389764,0.761205876,FALSE,FALSE
ZNF425,0.262186951,0.02368507,0.039753066,0.747088174,2.292256705,0.021890835,FALSE,FALSE,,,ZNF180,0.248566631,0.011374673,0.006205854,-0.874123422,NA,NA,FALSE,FALSE,,,GRAMD1C,0.502780817,0.5747494,0.640888706,-0.157140793,-2.958040371,0.003096016,FALSE,FALSE
TMEM217,0.262649617,0.015489154,0.007225307,-1.100127624,-1.586117044,0.112712761,FALSE,FALSE,,,MTMR14,0.248568839,0.049659112,0.033025315,-0.588486166,-1.326139269,0.184793571,FALSE,FALSE,,,GPR156,0.502780817,0.011790252,0.030176917,-1.355850865,-1.983894678,0.047267582,FALSE,FALSE
TRIT1,0.263091427,0.039185219,0.0263577,-0.57208507,-1.561542283,0.118395855,FALSE,FALSE,,,PDE7B,0.248568839,0.747158145,0.678838551,-0.13834514,-0.647798879,0.517115041,FALSE,FALSE,,,HELQ,0.502780817,0.02314981,0.037919348,-0.711933787,-1.79052666,0.073369285,FALSE,FALSE
AP3M1,0.263503978,0.034648421,0.0265461,-0.384289664,-1.785562633,0.074170102,FALSE,FALSE,,,EIF3J,0.248835968,0.066847511,0.051210875,-0.384423637,-1.474743409,0.140281541,FALSE,FALSE,,,SLC39A8,0.502780817,0.01505926,0.030085359,-0.998410658,-0.804301847,0.421222671,FALSE,FALSE
CLEC11A,0.263596043,0.039667284,0.025022396,-0.664729671,-1.569231309,0.116594051,FALSE,FALSE,,,UBAC2,0.248983126,0.196364178,0.174841364,-0.16748523,-0.357291082,0.720873905,FALSE,FALSE,,,RNF150,0.502780817,0.10531965,0.156327657,-0.569798402,-2.635265745,0.008407143,FALSE,FALSE
P2RY14,0.263710894,0.236221592,0.201441642,-0.229778891,-0.429887574,0.667277425,FALSE,FALSE,,,RNF150,0.249170692,0.180520257,0.159290824,-0.18049757,-1.470398755,0.141453788,FALSE,FALSE,,,NR3C2,0.502780817,0.435682748,0.535722729,-0.298208519,-1.254061918,0.209819501,FALSE,FALSE
APOD,0.264359134,0.021129597,0.021936859,0.054091748,-1.612038679,0.106953523,FALSE,FALSE,,,MGAT5,0.249405439,0.19234592,0.175826543,-0.129550347,-0.296960581,0.766496604,FALSE,FALSE,,,BLOC1S5-TXNDC5,0.502780817,0.034738972,0.019321171,0.846372514,1.128884629,0.258946506,FALSE,FALSE
IFIH1,0.26453389,0.012371281,0.015455228,0.321099986,2.459472509,0.013914135,FALSE,FALSE,,,ANKRD24,0.249405439,0.044134718,0.021379434,-1.045690294,-0.982669434,0.325770159,FALSE,FALSE,,,TBCC,0.502780817,0.019446298,0.009006426,1.110468821,1.038912964,0.298845217,FALSE,FALSE
FKBP9,0.26453389,0.079148383,0.062684661,-0.336447421,-0.901129904,0.367519255,FALSE,FALSE,,,RTN4R,0.249405439,0.027336788,0.021001952,-0.380320351,-1.344396365,0.178820249,FALSE,FALSE,,,FAM229B,0.502780817,0.0304565,0.030359668,0.004594144,0.596219764,0.551028424,FALSE,FALSE
UBA5,0.264687723,0.052948779,0.045230276,-0.227308627,-1.619177767,0.10540902,FALSE,FALSE,,,CPLX2,0.250616346,0.023803839,0.016814762,-0.501465877,-1.61124367,0.107126623,FALSE,FALSE,,,PPIL4,0.502780817,0.072293554,0.049099803,0.558149781,0.628675832,0.529561304,FALSE,FALSE
